id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo
7503,7733,III-2,"INSTITUTO NACIONAL DE SALUD MENTAL ""HONORIO DELGADO - HIDEYO NOGUCHI""",LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JR. ELOY ESPINOZA SALDAÑA 709 - URB. PALAO DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0554348,-12.0199185,1315
7505,7735,I-3,CENTRO DE SALUD JUAN PABLO II,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JR. SAN FERNANDO MZ N LT. 11 - AAHH JUAN PABLO II JR. SAN FERNANDO MZ N LT. 11 - AAHH JUAN PABLO II CARABAYLLO LIMA LIMA,-77.06889366,-11.82843292,1286
7549,7782,SD,CENTRO DE DIALISIS VENTANILLA S.A.C.,CALLAO,NO PERTENECE A NINGUNA RED,CALLE MARCOS CALDERON NÚMERO S/N DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12309738,-11.88811119,695
7552,7785,I-2,SERVICIOS MÉDICOS   LA PERLA,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. LA MARINA Nº 236 DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.1157065,-12.0671961,693
7561,7794,I-2,CONSORCIO RED MEDICA OSEA S.A.C.,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ELMER FAUCETT Nº 450 DISTRITO CARMEN DE LA LEGUA-REYNOSO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.0983373,-12.04236518,692
7572,7809,I-3,POLICLINICO SEÑOR DE LUREN,CALLAO,NO PERTENECE A NINGUNA RED,OTROS MZA. L-LOTE 9B-2DO PISO URB. SESQUICENTENARIO DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.09680236,-12.00993081,690
7579,7816,SD,PAOLSA,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA SAENZ PEÑA 420 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.14257426,-12.06099107,690
7586,7823,I-2,GLOBAL DIAGNOSTICO,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA ELMER FAUCETT 2057 URB JARDINES VIRU DISTRITO BELLAVISTA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.0979299,-12.056467,691
7595,7832,I-3,DEPARTAMENTO DE SANIDAD  ALA AÉREA N°2,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA ELMER FAUCETT S/N NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.11227071,-12.01016868,690
7603,7840,I-1,FERREYRA ODONTOLOGIA COSMETICA Y FUNCIONAL,CALLAO,NO PERTENECE A NINGUNA RED,CALLE CALLE 1-MZA 2- LOTE 14 DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12645947,-11.87405179,695
7617,7854,I-2,SERVICIOS MEDICOS SAN MARTIN,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. TOMAS VALLE CDRA. 3471-A DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.096548,-12.015281,690
7622,7859,I-3,POLICLINICO EMMANUEL,CALLAO,NO PERTENECE A NINGUNA RED,OTROS MZA. W - LOTE 1 - AA.HH. CHAVINILLO DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.1153188,-11.8422825,695
7630,7868,I-2,LA MERCED VILLA LOS REYES EIRL,CALLAO,NO PERTENECE A NINGUNA RED,OTROS SECTOR 1MZA. A- LOTE 1-AA.HH. VILLA LOS REYES DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12006248,-11.82942635,695
7632,7870,I-2,CONSULTORIO PEDIATRICO,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. TOMAS VALLE CON AV. PACASMAYO - LOTE 85 - BLOCK 22 - TIENDA 124 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.0987169,-12.016698,690
7679,7920,I-1,CONSULTORIO DENTAL MIRANDA,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA SAENZ PEÑA Nº733 OFICINA 202 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.1259843,-12.0508491,690
7681,7922,I-2,CONSULTORIOS MEDICOS SAN JOSE,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA LOS DOMINICOS MZ K LT 29 URBANIZACION JORGE CHAVEZ II ETAPA DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.09413088,-12.02033016,690
7684,7925,I-2,CENTRO DE SALUD,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA DOS DE MAYO Nº 272 - 276 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12899999,-12.05423635,690
7707,7948,I-2,CENTRO DE ATENCION PRIMARIA CAP III LUIS NEGREIROS VEGA,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA TOMAS VALLE CDRA 34 S/N NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.097146,-12.0150475,690
7738,7986,I-1,SAMMY DENT CONSULTORIO ODONTOLOGICO,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. TOMAS VALLE -EDIFICIO 20 IZQ. TIENDA 113 CONJUNTO HABITACIONAL SANTA ROSA CIUDAD SATELITE DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.09886661,-12.01704418,690
7740,7988,SD,OPTICA SATELITE,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PEDRO BELTRAN Nº 125 URB. SATELITE DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12629325,-11.87336679,695
7747,7997,I-2,CONSULTORIOS MEDICOS CALLAO,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JOSE GALVEZ Nº 1690 DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12080515,-12.06587918,693
7752,8002,SD,SEDIMEDIC,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PEDRO BELTRAN Nº 141 DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.1261069,-11.8733062,695
7855,8136,I-2,CEN MEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV.REPUBLICA DE PANAMA 4774-202-203 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.018626,-12.112625,1321
7867,8152,SD,UNILABS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JORGE BASADRE Nº 1133 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0430046,-12.0958298,1311
7875,8161,SD,SERVICIOS DE HEMODIÁLISIS,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JR. DARIO VALDIZAN 201 - URB. INGENIERIA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05356381,-12.02817007,1315
7878,8164,SD,SANTA ENA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR JOSE LIZIER Nº 152 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0743669,-12.0747253,1301
7908,8197,SD,LABORATORIOS BIOLINKS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS JAVIER PRADO OESTE N° 844 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0605123,-12.0934951,1300
7911,8201,I-3,CENTRO ODONTOLOGICO AMERICANO - SEDE DE ESPECIALIDADES,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE MANUEL ATANASIO FUENTES 260 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03044585,-12.09666807,1311
7912,8202,I-3,CENTRO ODONTOLOGICO AMERICANO - SEDE CENTRAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JUAN DE ARONA NRO. 425 AV. JUAN DE ARONA NRO. 425 SAN ISIDRO LIMA LIMA,-77.03043711,-12.09659347,1311
7924,8215,I-2,MEDICENTRO SAN ISIDRO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PASEO DE LA REPUBLICA Nº 3058 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02398575,-12.09308288,1311
7925,8216,SD,LABORATORIO CLINICO ROE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. COMANDANTE ESPINAR N° 407 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03715003,-12.11599369,1302
7926,8217,SD,LABORATORIO CLINICO ROE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GREGORIO ESCOBEDO 660 1ER PISO INT 102 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05428398,-12.08596481,1293
7927,8218,I-2,CONSULTORIO MEDICO DE LABORATORIOS ROE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GUARDIA CIVIL N° 711 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01122916,-12.09690149,1310
7928,8220,SD,LABORATORIO CLINICO ROE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. DOS DE MAYO Nº 1741- 1725 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04918779,-12.09295699,1311
7948,8240,SD,CERG S.A.C,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,"AVENIDA AV. GRAU Nº 2264, URB. SANTOYO DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA",-77.0089438,-12.0492283,1291
7955,8247,I-3,SISOL SALUD EL AGUSTINO,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. J.C. MARIATEGUI - AV. CESAR VALLEJO AV. J.C. MARIATEGUI - AV. CESAR VALLEJO EL AGUSTINO LIMA LIMA,-76.997243,-12.039868,1291
7959,8251,I-3,CAP III HUAYCAN-GRPA-ESSALUD,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,"AVENIDA AV. J.C. MARIATEGUI, MZ. C, LOTE 49-50 - URB. LUCUMO, PARIACHI DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA",-76.8299031,-12.009876,1283
7961,8253,SD,EMETAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,"AVENIDA PETIT THOUARS INT 101,102, 105 NÚMERO 4050 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA",-77.03015608,-12.1059235,1302
7967,8259,I-1,CENTRO DE ATENCIÓN AMBULATORIA Y DE DÍA PARA  PERSONAS CONSUMIDORAS Y DEPENDIENTE,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. MIGUEL GRAU 487 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.1545277,-12.0664609,690
7968,8260,I-2,CONSULTORIOS VICKY,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV.CUZCO MZA.A LTE.39 URB. SAN JUAN MASIAS DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12049163,-11.99726426,690
7973,8265,III-1,HOSPITAL NACIONAL ALBERTO SABOGAL SOLOGUREN DE LA RED ASISTENCIAL SABOGAL,CALLAO,NO PERTENECE A NINGUNA RED,JIRÓN JR. COLINA NRO. 1081 JR. COLINA NRO. 1081 BELLAVISTA CALLAO CALLAO,-77.1214128,-12.0639353,691
7974,8266,III-1,HOSPITAL NAVAL,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. VENEZUELA S/N NÚMERO S/N DISTRITO BELLAVISTA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.0901374,-12.0617901,691
7979,8271,II-2,CLINICA SAN JUAN BAUTISTA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,"AVENIDA AV. PROCERES DE LA INDEPENDENCIA 1764, MZ. G, OOTES 10-11-20-21 - URB. LAS FLORES AV. PROCERES DE LA INDEPENDENCIA 1764, MZ. G, OOTES 10-11-20-21 - URB. LAS FLORES SAN JUAN DE LURIGANCHO LIMA LIMA",-77.006803,-12.004119,1312
7983,8275,I-3,POLICLINICO REYNA DE LA PAZ,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV.ELMER FAUCETT 472 REYNOSO DISTRITO CARMEN DE LA LEGUA-REYNOSO PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.098306,-12.042798,692
7997,8289,I-3,POLICLÍNICO DE COMPLEJIDAD CRECIENTE SAN LUIS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA CIRCUNVALACION N° 2161 SAN LUIS DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9919825,-12.0732277,1314
8000,8292,I-3,"CENTRO MEDICO DE LA ESCUELA MILITAR DE CHORRILLOS ""CORONEL FRANCISCO BOLOGNESI""",LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA ESCUELA MILITAR S/N CHORRILLOS NÚMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0189409,-12.1601295,1288
8020,8313,SD,CONSULTORIO ODONTOLOGICO DENTAL HEALTH,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,OTROS URB. CERES 3RA  ETAPA MZ B D-3 LOTE 5 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9321411,-12.0313969,1283
8024,8317,II-1,HOSPITAL AURELIO DIAZ UFANO Y PERAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE MAJES S/N G-11 - URB. LOS PINOS NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9955667,-11.9684779,1312
8025,8318,II-1,ESSALUD - HOSPITAL I JORGE VOTO BERNALES CORPANCHO,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,CARRETERA CARRETERA CENTRAL KM. 3.5 Nº 1351 DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.94735173,-12.04742267,1317
8026,8319,I-2,INSTITUTO DE INVESTIGACION NUTRICIONAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA RIO GRANDE GRUPO XV  AA.HH HUASCAR MZ 122 LT 20-21 NÚMERO SN DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00252757,-11.95583591,1312
8032,8325,II-2,CLINICA CENTENARIO PERUANO JAPONESA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PASO DE LOS ANDES 675 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.059128,-12.0731243,1301
8034,8327,I-1,SALUD PLUS ODONTOLOGIA ESPECIALIZADA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV.JOSE DE LA RIVA AGUERO 347 DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00414277,-12.05417774,1291
8040,8333,I-2,SISOL SALUD HUAYCAN,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,CALLE CALLE 11 S/N - LOTE 2 - ZONA H COSTADO DEL COLEGIO 1255 - HUAYCAN NÚMERO S/N DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.81299246,-12.01837835,1283
8044,8337,I-1,MOLIDENT ODONTOLOGIA INTEGRAL SAC,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. CIRCUNVALACION DEL GOLF 432 - TIENDA 17 C.C. LA FONTANA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.96382917,-12.07701057,1294
8052,8345,I-1,CONSULTORIO ESPECIALIZADO PEDIÁTRICO  LOS VIRREYES,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV.LOS VIRREYES MZ B LOTE 6 .URB ZARATE DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9364578,-12.0292686,1283
8060,8353,II-1,HOSPITAL II VITARTE - ESSALUD,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN JR. SAN MARTIN DE PORTES 265 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.92369527,-12.02704336,1283
8076,8370,I-3,POLICLINICO CHOSICA - ESSALUD,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,JIRÓN JR.TRUJILLO SUR 800 DISTRITO LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.6995494,-11.9391839,1298
8079,8373,SD,DPI DEL PERU S.A.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA DOS DE MAYO 602 y 632 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0381559,-12.0910931,1311
8083,8378,I-3,POLICLINICO PROCERES,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,"ALAMEDA MANUEL PEREZ TUDELA BLOCK ""D"" ""B"" DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA",-76.9886831,-12.1507658,1320
8090,8385,I-3,CERDENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE ALMIRANTE LORD COCHRANE 220 226 236 240 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0393144,-12.1084371,1311
8093,8388,II-E,TG LASER OFTALMICA S.A.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Dos de Mayo N° 646-666 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0384,-12.091142,1311
8094,8389,I-4,IPOR: INSTITUTO PERUANO DE ONCOLOGIA & RADIOTERAPIA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PABLO CARRIQUIRRY Nº 115 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01882957,-12.09074703,1311
8095,8390,I-3,SISOL SALUD LINCE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. CANEVARO Nº 550 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0394842,-12.0839839,1296
8103,8398,II-2,CLINICA EL GOLF,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,"AVENIDA Av. MIRO QUESADA, Aurelio N° 1030 - 1040; N° 1048 INT. 101; N° 1048 1050 INT. 102; N° 1048 INT. 601 - 602 - 603 - 604  SAN ISIDRO LIMA LIMA",-77.05120651,-12.09783477,1311
8111,8406,I-2,CONSULTORIO MEDICO OBSTETRICO MERYSOL,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,OTROS ASOCIACION EL PORVENIR MZ C LTE 2 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.92564524,-12.0305245,1283
8118,8413,I-3,POLICLINICO RECONCILIACION,CALLAO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GUARDIA CHALACA 2187 2º PISO DISTRITO BELLAVISTA PROVINCIA CALLAO DEPARTAMENTO CALLAO,-77.12268836,-12.06264356,691
8119,8414,SD,CLÍNICA SAN JUAN MASÍAS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,"JIRÓN JR. SAN LUIS GONZAGA 741, MZ. L LOTE 24 - URB. PARCELACION SEMI - RUSTICA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA",-77.0023491,-12.0219648,1312
8138,8433,I-1,CONSULTORIO DENTAL SAN FRANCISCO,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV.LAS MAGNOLIAS NRO 881 COO.HUANCAYO 1RA ET DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0005083,-12.0335814,1291
8139,8434,I-3,CONSULTORIOS IIN Y LABORATORIOS IIN,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV .  LA MOLINA 1885 URB . CAMPO VERDE DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.94906589,-12.07898376,1294
8143,8438,I-3,POLICLINICO JUAN JOSE RODRIGUEZ LAZO,LIMA DIRIS SUR,NO PERTENECE A NINGUNA RED,AVENIDA AV.GUARDIA PERUANA CUADRA 8 S/N CHORRILLOS NÚMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00451255,-12.17834115,1288
8150,8445,I-3,SOLIDARIDAD CAMANA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. CAMANA 700 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.035362,-12.0493589,1281
8154,8449,I-2,SERVICIO MEDICO ODONTOLOGICO SMILE CENTER,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. FLORA TRISTAN 570 URB SANTA PATRICIA II ETAPA DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9424891,-12.0691527,1294
8163,8458,I-3,CENTRO MEDICO VESALIO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. MERCATOR 430 URBANIZACION CORPAC DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0098346,-12.1073179,1310
8194,8489,II-2,ESSALUD - HOSPITAL III SUÁREZ ANGAMOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ANGAMOS ESTE Nº 261 AV. ANGAMOS ESTE Nº 261 MIRAFLORES LIMA LIMA,-77.02809522,-12.11346867,1302
8207,8502,II-2,HOSPITAL DE EMERGENCIAS GRAU,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA GRAU N° 351 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0312779,-12.0589571,1281
8224,8519,II-1,CLINICA UNIVERSITARIA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. UNIVERSITARIA N° 6062 Y JR. PAGADOR Nº 137 URB. SANTA LUZMILA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05948747,-11.95133646,1290
8234,8529,I-1,CONSULTORIO DENTAL ODONTOBELL´E,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,CALLE CALLE.LOS TALLANES 195 OF 202 URB SALAMANCA DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9882525,-12.0760904,1283
8236,8531,I-1,CONSULTORIO DENTAL CENTRO DENT,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,OTROS ASOC EL PORVENIR MZ D LT 2 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9247939,-12.029321,1283
8239,8534,I-1,DENTAL LA MERCED,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,OTROS ASOC.EL PORVENIR MZ D LTE 13 2DO PISO DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.92416868,-12.02875639,1283
8242,8537,I-1,CENTRO ODONTOLOGICO AMERICANO - LIMA CENTRO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. CAMANA 780 OF. 508 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0357299,-12.0499425,1281
8244,8539,I-3,POLICLINICO CHINCHA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. CHINCHA 226 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03923833,-12.06264167,1281
8248,8543,I-2,CONSULTORIO MEDICO GONZALES,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV.15 DE JULIO LTE 4 MZ B HUAYCAN DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,-76.8240951,-12.01233157,1283
8267,8563,I-1,DENTAL SANTA APOLONIA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,"AVENIDA AV. NICOLAS AYLLON MZ. A LT. 1, 2DO PISO, URB. LAS BRISAS DE ATE (CENTRO COMERCIAL LAS BRISAS DE ATE DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA",-76.9814648,-12.073841,1283
8268,8564,II-1,HOSPITAL I OCTAVIO MONGRUT MUÑOZ,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA PARQUE DE LAS LEYENDAS 255 SAN MIGUEL LIMA LIMA,-77.0945832,-12.0659612,1316
8271,8567,I-1,CENTRO ODONTOLOGICO AMERICANO - ZARATE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN LAS CHULPAS 296 OF 201-202-ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0076734,-12.0275982,1312
8272,8568,I-3,SISOL SALUD  SURQUILLO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ANGAMOS 714-734 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02400451,-12.11349791,1321
8284,8580,I-3,PRONTO SALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA MANCO CAPAC # 700 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0288698,-12.0673203,1295
8287,8583,I-1,CENTRO ODONTOLOGICO AMERICANO - SAN MIGUEL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE MONSEÑOR JORGE DINTILHAC 717 - URB PANDO 1ERA ETAPA DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0852501,-12.0761574,1316
8308,8604,I-2,CONSULTORIO MEDICO ODONTOLOGICO DR. SALDAÑA,LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV.RIVA AGUERO 983 DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00298918,-12.05143406,1291
8317,8613,I-1,"SERVICIOS MEDICOS Y ODONTOLOGICOS ""PAULA""",LIMA DIRIS ESTE,NO PERTENECE A NINGUNA RED,AVENIDA AV.LOS EUCALIPTOS 797 COOP. UNIVERSAL DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9764483,-12.0458258,1317
